title,label,label_encoder,cleaned_text
What do Americans really think of election coverage?,REAL,1,americans really think election coverage
Exclusive: Siege of Islamabad,FAKE,0,exclusive siege islamabad
The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%,FAKE,0,fix nbc affiliate accidentally post election result week early hillary win presidency trump
Lynch schools the wingnuts: How the right tried — and failed — to wound Obama’s AG nominee,REAL,1,lynch school wingnuts right try fail wind obama nominee
"Yes, Ted Cruz could win",REAL,1,yes ted cruz could win
"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",FAKE,0,build wall hand small nyc anti trump protest stream live
Trump advisors try to pivot not fishtail,REAL,1,trump advisors try pivot fishtail
"Christians drop, 'nones' soar in new religion portrait",REAL,1,christians drop nones soar new religion portrait
Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,FAKE,0,comment brother clinton campaign chair active foreign agent saudi arabian payroll marlene
Inside the Deliberations of a Hillary Clinton Campaign Launch,REAL,1,inside deliberations hillary clinton campaign launch
American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,FAKE,0,american express disown pink floyd singer roger water pro palestinian view
Clinton condemns Trump over Chicago violence,REAL,1,clinton condemn trump chicago violence
"In France, a growing debate over why some speech is protected and some isn’t",REAL,1,france grow debate speech protect
President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information,FAKE,0,president elect donald trump first televise interview since win election information
North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,FAKE,0,north carolina hillary supporter brag facebook vote multiple time
Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,FAKE,0,russia react aid chief aleppo kill zone remark
Representative Government or Thugocracy?,FAKE,0,representative government thugocracy
Gay rights and religious liberty: Can Americans have both?,REAL,1,gay right religious liberty americans
"As Rand Paul stalls, Ted Cruz seeks to pick up support among libertarians",REAL,1,rand paul stall ted cruz seek pick support among libertarians
“A dream come true for Hillary Clinton”: Wall Street Journal editorial board rips Ted Cruz,REAL,1,dream come true hillary clinton wall street journal editorial board rip ted cruz
Obama Presses Putin to Strike Ukraine Peace Deal,REAL,1,obama press putin strike ukraine peace deal
"Trumka: Disappointment with Obama, a warning for Hillary",REAL,1,trumka disappointment obama warn hillary
Pro-Palestinian Propaganda Lowering Standards of Truth in America,FAKE,0,pro palestinian propaganda lower standards truth america
Wingnuts have a death-grip on Congress: Why Paul Ryan can’t control the House GOP,REAL,1,wingnuts death grip congress paul ryan control house gop
Lifting weights could ward off dementia and make you smarter,FAKE,0,lift weight could ward dementia make smarter
People excited about Christmas adverts told about rest of human culture,FAKE,0,people excite christmas advert tell rest human culture
State Department warns of possible terror attack in South Africa,REAL,1,state department warn possible terror attack south africa
Who Lost Iraq?,REAL,1,lose iraq
Pope Francis implores Congress to accept immigrants as their own,REAL,1,pope francis implore congress accept immigrants
"Poll: Trump gains in Iowa, still dominates in New Hampshire",REAL,1,poll trump gain iowa still dominate new hampshire
Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,REAL,1,rand paul senate floor protest nsa spy measure
China Airport Security Robot Gives Electroshocks,FAKE,0,china airport security robot give electroshocks
Obama Details His Disappointment With Netanyahu In First Post-Election Comments,REAL,1,obama detail disappointment netanyahu first post election comment
"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really)",FAKE,0,wikileaks neera tanden another ring endorsement hillary really
Reality Check: First Clinton v Trump presidential debate,REAL,1,reality check first clinton trump presidential debate
Doomsday Election,FAKE,0,doomsday election
John Kasich’s Advice for Women to Prevent Sexual Assault: Avoid Parties “Where There’s a Lot of Alcohol”,REAL,1,john kasich advice women prevent sexual assault avoid party lot alcohol
The system set Boehner up for failure,REAL,1,system set boehner failure
Gay marriage victory at Supreme Court triggering backlash,REAL,1,gay marriage victory supreme court trigger backlash
Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,FAKE,0,ride best jesse jackson mount fight pipeline leonardo dicaprio rescue
McCarthy drops out of speaker race as House asks: Who wants this job? (+video),REAL,1,mccarthy drop speaker race house ask want job video
"Democrats, Republicans in tight races as Iowans prepare to caucus",REAL,1,democrats republicans tight race iowans prepare caucus
Iran: Why the best outcome now is to keep negotiating without reaching a deal,REAL,1,iran best outcome keep negotiate without reach deal
NAZI Flying Saucers & A Permanent Base in Antarctica,FAKE,0,nazi fly saucers permanent base antarctica
BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It,FAKE,0,break man brag facebook vote time reveal
Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds,FAKE,0,furious parent slam damage bbc sex change show aim six year olds
Trump Family Say Trump Brand Has NOT Been Damaged,FAKE,0,trump family say trump brand damage
Rand Paul is flatlining,REAL,1,rand paul flatlining
Nurse Chris Christie Quarantined For Ebola Goes After Governor On Vaccines,REAL,1,nurse chris christie quarantine ebola governor vaccines
Can Paul Ryan and Donald Trump coexist within the Republican Party?,REAL,1,paul ryan donald trump coexist within republican party
"Cruz copying me on border wall, Trump says",REAL,1,cruz copy border wall trump say
John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video),FAKE,0,john oliver america increasingly segregate school rarely equal way video
The Rise of Mandatory Vaccinations Means the End of Medical Freedom,FAKE,0,rise mandatory vaccinations mean end medical freedom
Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],FAKE,0,scientists fascinate lake sea enter never come watch
Jeb Bush loses TV ad edge to Marco Rubio,REAL,1,jeb bush lose edge marco rubio
"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",FAKE,0,russia india discuss fgfa advance fighter 30mki upgrade
"Our real police/race problem: Diverse forces, white resentment, and America’s persistent divides",REAL,1,real police race problem diverse force white resentment america persistent divide
The Supreme Court cannot hide on Obamacare,REAL,1,supreme court hide obamacare
BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,FAKE,0,break ted cruz call special prosecutor investigate hillary truthfeed
"Poll: Hillary Clinton, Bernie Sanders both top Trump",REAL,1,poll hillary clinton bernie sanders top trump
Donald Trump revokes Washington Post press access (+video),REAL,1,donald trump revoke washington post press access video
The Real Reason Obamacare is Coming Unglued,FAKE,0,real reason obamacare come unglued
How Jeb Bush can avoid being the Jon Huntsman of 2016,REAL,1,jeb bush avoid jon huntsman 2016
Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,FAKE,0,revive clinton email scandal kill slew new facts record time
Iraq’s Skies Darken as Islamic State Torches Oil,FAKE,0,iraq sky darken islamic state torch oil
New Yorkers fight to overturn ballot selfie ban,FAKE,0,new yorkers fight overturn ballot selfie ban
Poll finds Ben Carson knocks Donald Trump from top spot nationally,REAL,1,poll find ben carson knock donald trump top spot nationally
“I’m glad that he won”: The surprising Palestinian reaction to Netanyahu’s win,REAL,1,glad win surprise palestinian reaction netanyahu win
George W. Bush’s Ethics Lawyer Files Complaint Against FBI Director James Comey,FAKE,0,george bush ethics lawyer file complaint fbi director jam comey
Netflix Ceo: TV’s Future includes Hallucination Pills,FAKE,0,netflix ceo future include hallucination pills
Ernst to Trump: Stop with the name-calling,REAL,1,ernst trump stop name call
Comment on Elections 2012-16 by BeamMeUpScotty,FAKE,0,comment elections 2012 beammeupscotty
After Debate Duke Says USA becoming Banana Republic,FAKE,0,debate duke say usa become banana republic
"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE",FAKE,0,five fbi field offices probe clinton charity add fuel fire
White House: GOP Has Failed to Put ‘Points on the Board’,REAL,1,white house gop fail put point board
The Daily 202: The presidency is Hillary Clinton’s to lose. Here are 12 ways she could lose it.,REAL,1,daily 202 presidency hillary clinton lose ways could lose
"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",REAL,1,democrats want bernie want bernie
Podesta wiki leaks...We prefer Muslims over Christians....,FAKE,0,podesta wiki leak prefer muslims christians
Critics Pounce on Madeleine Albright’s Exhortation to Women to Back Clinton,REAL,1,critics pounce madeleine albright exhortation women back clinton
Clinton doubles down on disputed claim FBI found her email remarks 'truthful',REAL,1,clinton double dispute claim fbi find email remark truthful
How the Clintons’ Haiti development plans succeed — and disappoint,REAL,1,clintons haiti development plan succeed disappoint
Of Course Facebook Is Biased. Its Real Problem Is That It Won’t Admit It.,REAL,1,course facebook bias real problem win admit
Tax Calculator: The federal debt,REAL,1,tax calculator federal debt
Trump and advisers remain split on how far to move toward the middle,REAL,1,trump advisers remain split far move toward middle
Clinton in the final stretch: winning over anti-Trump contingent may be best play,REAL,1,clinton final stretch win anti trump contingent may best play
Australian taxpayers charged over $88 million for donation to corrupt Clinton Foundation,FAKE,0,australian taxpayers charge million donation corrupt clinton foundation
